"CODESTAB","DESCESTAB"
"3203565","HOSPITAL E MATERNIDADE BH MATER"
"3204448","CLINICA SAMED"
"3205282","CLINICA DE URGENCIA DE PICOS"
"3206165","ECOGRAFIA SANTA CRUZ"
"3206440","HOSPITAL MARINA PESSOA"
"3207277","CARLOS LEONARDO EVANGELISTA BENTO DOS SANTOS"
"3207560","HOSPITAL SANTA GENOVEVA"
"3208419","HOSPITAL MUNICIPAL MARIA PEREIRA DE MACEDO"
"3208508","CEOM"
"3208605","CONSULTORIO ODONTOLOGICO DRA MARIA HOSANA MATOS"
"3210243","HOSPITAL REGIONAL DR JOFRE DE MATOS COHEN"
"3211649","HOSPITAL DE CLINICAS MARQUES DE VALENCA"
"3212130","HOSP MUN VER JOSE STOROPOLLI"
"3213943","HOSPITAL UNIMED"
"3220400","HOSPITAL SANTA PAULA LTDA"
"3220966","UNIDADE HOSP DE SANTO ANTONIO DO ICA DOM ADALBERTO MARZZI"
"3221172","CENTRO DE REFERENCIA DA SAUDE DA MULHER"
"3225143","HOSPITAL DE OLHOS DE APARECIDA"
"3226018","HOSPITAL ESTRELA DE BELEM"
"3226816","UNIDADE HOSPITALAR MARIA TEODORA LEAL"
"3227561","NOVA CLINICA PARANAGUA"
"3230007","CLINICA DR BACAMARTE"
"3230198","U S F SERRA GRANDE"
"3230805","CENTRO DE ESPECIALIDADES E PRONTO ATENDIMENTO"
"3231046","PMM UNID B SAUDE DO CABRALZINHO"
"3231623","HOSPITAL DA MULHER UNIDADE AVANCADA PAULO NETO"
"3232514","HOSPITAL SAO FRANCISCO"
"3235882","CENTRO MEDICO CAIEIRAS"
"3236188","MARCOS BRASIL MENDONCA VIEIRA"
"3236307","CLINICA SANTA FELICIDADE"
"3236781","CLINICA PEDRO LOPES CARDOSO"
"3237427","FRESENIUS JOAO PESSOA"
"3237540","CLINMEL"
"3238962","USF JOSE PEREIRA DA SILVA FILHO"
"3238989","CLINICA PRONTO ATENDIMENTO DE NOVA VICOSA"
"3239128","UNIDADE BASICA DE SAUDE PARQUE DAS BANDEIRAS SAO VICENTE"
"3239837","UBS ESF 17 E 27 JOQUEI CLUBE"
"3240231","HOSPITAL GUADALUPE"
"3240290","UNIDADE DE SAUDE DA MULHER DAVID CAPISTRANO SAO VICENTE"
"3242587","HOSPITAL REGIONAL UNIMED"
"3245144","CLINICA DE OLHOS SANTA LUZIA FILIAL"
"3245500","HOSPITAL DA CHAPADA"
"3246558","MATERNIDADE DEP JOSE CARLOS ARAUJO"
"3249336","HOSPITAL EDELMIRA NUNES DE OLIVEIRA"
"3250415","HOSPITAL E MATERNIDADE NOVO HORIZONTE"
"3255247","UBS HERBERT DE SOUSA BETINHO RIBEIRAO VERDE"
"3255298","CLINICA DE FISIOTERAPIA SANTA RITA"
"3257789","HOSPITAL UNIMED IPATINGA"
"3258092","DANIELE HERCULANO CABRAL DE ARAUJO"
"3259749","CLINICA SAO BERNARDO"
"3260801","HOSPITAL AEROPORTO"
"3261549","UNIDADE SAUDE DA FAMILIA SANTA HELENA"
"3266141","ESTRATEGIA DE SAUDE DA FAMILIA LONDERO"
"3268020","HOSPITAL MONTE SINAI"
"3269221","ANGELA MARIA MOURAO ALBANO"
"3269728","HOSPITAL MUNICIPAL DE JACIARA"
"3271110","HOSPITAL E MATERINIDADE SILVESTRE"
"3271137","CLINICA SAO CAMILO"
"3272206","ESF DONA DALVA FERNANDES MOREDA AYUSSO"
"3272486","CLINICA PRO MULHER"
"3272591","HOSPITALIS"
"3272656","REDE MULHER"
"3272842","SAO LAZARO"
"3272915","IMMUNOLAB"
"3275353","CENTRO MEDICO DE PIRES DO RIO"
"3276678","INSTITUTO DE CARDIOLOGIA DO DISTRITO FEDERAL"
"3277011","HILDEBRANDO GOES BARRETO FILHO"
"3277755","SEMPREVIVA HOSPITAL E MATERNIDADE"
"3278778","SAMES"
"3279359","CIME CENTRO INTEGRADO DE MEDICOS ESPECIALIZADOS"
"3281108","CLINICA AMMA"
"3281418","HOSPITAL DA UNIVERSIDADE CATOLICA DE BRASILIA"
"3281841","ODONTO MEDICA PESQUEIRA"
"3281973","UBDS NORTE DR SERGIO AROUCA"
"3284360","HOSPITAL MATER DEI"
"3285022","PA DE TRANCOSO"
"3286096","VANESSA MOTA DE ALENCAR BEZERRA"
"3287777","HOSPITAL UNIMED DE JATAI"
"3289826","HOSPITAL MUNICIPAL DR EDUARDO RIBEIRO BAHIANA"
"3291057","MATERNIDADE JOSEFA OLINDINA DE FRANCA"
"3291146","CURAR CONSULTORIO UROLOGICO RAIMUNDO AGOSTINHO RODRIGUES"
"3293262","UPA BRASILIA"
"3294889","HOSPITAL MATERNO INFANTIL JOAO MARSICANO"
"3295605","CENTRO DE MEDICINA REPRODUTIVA DO CEARA LTDA"
"3295877","CLINICA DERMATOLOGICA DR SANTIAGO DE LOS REYES SC LTDA"
"3296806","SICOR RIO SERVICO INTEGRADO DO CORACAO"
"3297306","CENTRO DE REFERENCIA EM SAUDE DO TRABALHADOR CEREST"
"3298949","UMS UMBARA II PSF"
"3302490","HOSPITAL REGIONAL FRANCISCO GALVAO DE OLIVEIRA"
"3302830","POSTO DE SAUDE SALES PEREIRA DA ROCHA"
"3303314","CENTRO DE REABILITACAO ESPECIALIZADA ANGELINE"
"3306097","PROGRAMA DE SAUDE DA FAMILIA JOSE MAURICIO RODRIGUES"
"3306453","ESF NOSSA SENHORA DAS GRACAS I"
"3309959","HOSP BOSQUE DA SAUDE"
"3312216","HOSPITAL GOVERNADOR CESAR BORGES"
"3313581","UNIDADE DE SAUDE DA FAMILIA NOSSA SENHORA DE FATIMA"
"3314014","HOSPITAL LIFECENTER"
"3314596","HOSPITAL TALITA"
"3314766","HOSPITAL ELECTRO BONINI RIBEIRAO PRETO"
"3315126","INCOR IMPERATRIZ"
"3315916","CLINICA CIRURGICA E MATERNIDADE LILIA NEVES"
"3316300","HOSPITAL REGIONAL DO NORTE PIONEIRO"
"3316424","CLIMACOM"
"3316653","UBS PARQUE SAO GEORGE"
"3317161","PRONTO SOCORRO ITAMARATY"
"3318494","HOSPITAL NOSSA SENHORA DA CONCEICAO"
"3318850","FERNANDO ANTONIO MOURAO PIO"
"3320944","UNIDADE MISTA JONIVAL LUCAS"
"3320952","CENTRO DE SAUDE DE MORPARA"
"3323382","HOSPITAL DA VISAO DO MARANHAO"
"3324060","HOSPITAL MATERNIDADE SILVESTRE GOMES PINTO"
"3330141","ILHA HOSPITAL E MATERNIDADE"
"3331342","HOSPITAL SANTA CATARINA"
"3331989","CONSULTORIO MEDCENTER"
"3332217","HOSPITAL UNIMED GURUPI"
"3332888","HOSPITAL DIA MARIA AUGUSTA"
"3332969","CLINICA NOSSA SENHORA DE FATIMA"
"3334678","HOSPITAL UNIMED DE CAPIVARI"
"3334880","PRONTO ATENDIMENTO 24 HORAS"
"3337146","HUGO CESAR FURTADO PINHEIRO"
"3338029","CLINICA E MATERNIDADE SANTA CLARA"
"3338525","UBS BANANAL"
"3338916","CLINICA DO APARELHO DIGSTIVO MAE DE DEUS CENTER SOCIEDADES"
"3339645","IDEPI"
"3339769","CENTRO MEDICO E DE DIAGNOSTICO DO HOSPITAL BALBINO"
"3340503","SAO FRANCISCO HOSPITAL"
"3340821","UNIDADE DE PRONTO ATENDIMENTO UPA NORTE DA ILHA"
"3341232","CEREST CENTRO DE REFERENCIA DE SAUDE DO TRABALHADOR"
"3341682","CONSULTORIO MEDICO DE GINECOLOGIA"
"3342204","USF JARDIM MARGARIDA"
"3343057","UNIDADE DE SAO JOSE DO PANORAMA"
"3344320","HOSPITAL UNIMED DE FEIRA DE SANTANA"
"3344614","HOSPITAL DR ADELSON DE SOUSA LOPES HOSP VILA LUIZAO"
"3345157","MDC CARDIOLOGIA"
"3345866","HOSPITAL VIDA"
"3348431","EURJ ESCOLA DE ULTRASSONOGRAFIA DO RIO DE JANEIRO"
"3349837","FISIOPALMAS"
"3352099","EUGENIO LINCOLN CAMPOS MAIA"
"3352129","CLINICA MEDICA SANTA TEREZINHA"
"3353834","UNIDADE DE SAUDE FAMILIA SANTA CECILIA PINDAMONHANGABA"
"3354423","HOSPITAL MUNICIPAL JOSE REZENDE DE BOM JESUS"
"3355861","CAIS"
"3356868","HOSPITAL UNIMED CAXIAS DO SUL"
"3358860","HOSPITAL MUNICIPAL DR OTTO ALENCAR"
"3360377","CENTRO MEDICO N S APARECIDA CEMINA"
"3360415","COMPLEXO NEUROFUNCIONAL MARIA MOURA DE AQUINO"
"3361810","LABORATORIO MONTSERRAT ANALISES CLINICAS"
"3365018","LUIZ DONATO FAVERO"
"3366219","HOSPITAL UNIMED ARACATUBA"
"3366758","HOSPITAL SALVADOR"
"3366987","A ABRIL ECOGRAFIA E MAMOGRAFIA LTDA"
"3367371","HOSPITAL DA LUZ"
"3368408","CARDIOLOGIA"
"3368726","PA DE VILA DE ABRANTES"
"3369293","HOSPITAL MEMORIAL ARCOVERDE LTDA"
"3370895","ESF III DR AURELIO RODRIGUES ARIZA"
"3373223","CENTRO DE REFERENCIA DE ESPECIALIDADES MEDICAS"
"3373592","SAMUSERVICO DE ATENDIMENTO MOVEL DE URGENCIA MAUA"
"3375102","CLINICA DR JOAO CARLOS LIMA"
"3376923","USF AZARIAS PEREIRA DA SILVA"
"3378691","HOSPITAL DA COMUNIDADE AHCROS CONSTANTINA"
"3380777","PRONTO ATENDIMENTO DE CORUPA"
"3381412","AMIGO LTDA"
"3383415","CASMCA MARIA ELIZA MALHEIROS"
"3384888","CENTRO DE DIAGNOSTICO"
"3384993","HOSPITAL MUNICIPAL DR JOSE SOARES DE MACEDO"
"3385205","HOSPITAL DE PEQUENO PORTE DE ALVORADA"
"3385744","MATERCLIN"
"3386015","CENTRO DE SAUDE NAZARE BORGES PEREIRA"
"3386023","HOSPITAL BIBI MONTELO"
"3387453","REGIAO 02 MARCOS ANTONIO"
"3388301","HOSPITAL GERAL DE CAXIAS"
"3388638","HOSPITAL ISMAEL QUEIROZ"
"3388824","DIAGNOSTICO"
"3393224","UNIDADE BASICA DE PALESTINA"
"3394514","HOSPITAL GENESIS"
"3400573","HOSPITAL AMPARO"
"3401146","HOSPITAL MONSENHOR FCO FERREIRA DE MORAES"
"3401499","UROCENTER"
"3401928","HOSPITAL SAO MATHEUS"
"3403416","MADE CLINICA"
"3403882","SPECIALITE CENTRO MEDICO"
"3404242","MATERNIDADE MATER DEI"
"3404331","PSF ANA SOARES VIEIRA SA DONANA"
"3405702","HOSPITAL SAO LUIZ"
"3407829","HOSPITAL MUNICIPAL FELINTO SILVEIRA MAIA"
"3409732","CENTRO MUNICIPAL DE ATENDIMENTO MEDICO 24 HORAS"
"3411915","CLINICA DA MULHER"
"3416674","CENTRO CLINICO VIDA"
"3420833","UNIDADE DE SAUDE DA FAMILIA II"
"3421538","CLINICA SANTA MARTA LIMEIRA"
"3421597","HOSPITAL E MATERNIDADE PRAIA DA COSTA"
"3425266","HEMOCENTRO TRANSFUSAO"
"3425398","HOSPITAL E MATERNIDADE SANTA LUIZA"
"3426572","MATERNIDADE DOUTOR CARLOS CORREA"
"3427226","EDISON PROVENZANO"
"3427633","AMPARO MATERNIDADE"
"3427862","MATERNIDADE VITA"
"3428656","ESTRATEGIA SAUDE DA FAMILIA DO CAMPO GRANDE"
"3430006","FUNDACAO MEDICO HOSPITALAR OTILIA BALDUINO DE AZEVEDO"
"3430383","HOSPITAL E MATERNIDADE SAO VICENTE"
"3431371","HOSPITAL E MATERNIDADE NOSSA SENHORA DE FATIMA"
"3435075","PREVENCOR"
"3435458","CLINICA NOSSA SENHORA DO ROSARIO"
"3436896","CENTRO DE SAUDE MOCAMBO DO ARARI"
"3437310","CONSULTORIO ODONTOLOGICO ANDREIA BARRA PONTES"
"3437396","NUCLEO MUNICIPAL DE SAUDE DE CARMO DO PARANAIBA"
"3437523","HOSPITAL MUN N SENHORA DE LOURDES"
"3438627","HOSPITAL UNIMED ASA SUL"
"3441520","HOSPITAL SANTA MARIA"
"3441784","ESTRATEGIA SAUDE DA FAMILIA DR GERALDO SIQUEIRA"
"3443795","CLINICA MOINHOS"
"3443841","AMBULATORIO 24 HORAS DO JARDIM INGA"
"3444589","UNIDADE BASICA DE SAUDE DO COCAL"
"3444600","UNIDADE BASICA DE SAUDE DA BOA VISTA"
"3444619","UNIDADE BASICA DE SAUDE DA TRAVOSA"
"3444627","PSF DE OUTEIRO"
"3444651","CENTRO DE SAUDE SANTO ANTONIO"
"3445003","UNIDADE DE SAUDE DA FAMILIA DE VILA DO CONDE 02"
"3446328","UNIDADE DO PSF VALENTINA I"
"3447251","CLINICA DO TRABALHO"
"3447588","HOSPITAL BARUERI"
"3448363","UBS PADRE MONTI"
"3448479","RADIOGENESIS DIAGNOSTICO POR IMAGEM"
"3450198","VITORIA APART HOSPITAL SA"
"3451658","CENTRO DE SAUDE CARLOS PRATES"
"3452263","HOSPITAL MUNICIPAL SANTA RITA DE CASSIA"
"3454932","GASTROCENTRO"
"3456110","CLINICA ORTOPEDICA JARU"
"3457028","ANGELINE GIRAO BEZERRA DE OLIVEIRA"
"3458164","SAMU 192 BASE 01"
"3459233","CLINICA MEDICA PALHOCA"
"3461289","HOSPITAL MUNICIPAL VEREADOR JOSE SEVERINO DE AGUIAR"
"3461963","HOSPITAL CASA DE SAUDE GUARULHOS"
"3462676","SANDRA MADURO DE CAMPOS LIMEIRA"
"3463176","APAE DE BARRA DE SAO FRANCISCO"
"3463400","PRONTO SOCORRO MUNICIPAL DE CACHOEIRA PAULISTA"
"3463958","PRO FEMINA SAUDE DA MULHER SC LTDA"
"3465799","PRONTO ATENDIMENTO DA UNIMED DE CACAPAVA 24 HRS"
"3471314","AMACOR SERVICOS MEDICOS CAMPO GRANDE"
"3472264","HOSPITAL SAUDE DA MULHER"
"3474518","MATERNIDADE NOSSA SENHORA DE FATIMA"
"3474674","AMA J ANGELA"
"3475743","UNIDADE BASICA DE SAUDE LADEIRA"
"3478939","PROCRIANCA 24 HORAS"
"3480550","PRONTO ATENDIMENTO GUACUI"
"3481514","CONSULTORIO ODONTOLOGICO JANDIRA CHAVES DE SOUZA"
"3482146","HI HOSPITAL IBITINGA"
"3483126","CENTRO DE ESPECIALIDADES ODONTOLOGICAS DR AFRANIO P CHEIDA"
"3485536","HOSPITAL MUNICIPAL LAUDELINO BUENO DA SILVA"
"3485552","MED CENTER CLIRCA"
"3489094","POSTO DE SAUDE DO CASTANHALZINHO"
"3491072","POSTO DE SAUDE DE AGUA DOCE"
"3492575","PRONTO ATENDIMENTO SAUDE RESTINGA"
"3494179","PRONTO ATENDIMENTO MUNICIPAL DR ALPHEU GONCALVES DE QUADROS"
"3495132","HOSPITAL MAYER"
"3496759","UNIDADE DE SAUDE DA FAMILIA UNIAO PADOVANI"
"3497038","PSF SEDE REDONDEZAS"
"3497399","SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU"
"3497445","PRONTO ATENDIMENTO ADULTO 24 HORAS UNIMED JUNDIAI"
"3499502","CLINICA SANTA HELENA"
"3500594","APSAUDE"
"3502694","UNIDADE DE SAUDE DA FAMILIA DA SEDE"
"3503259","HOSPITAL DAS CLINICAS SEIS DE MAIO"
"3503488","UBS ALTO DE PINHEIROS"
"3504956","CLINICA OTORRINO HOSPITAL SAO PAULO"
"3506959","HOSPITAL UNIMED"
"3507157","HOSPITAL VIVALLE"
"3507629","CLINICA ADONAI"
"3508188","UNID BASICA DE SAUDE DARIO VERAS MAGALHAES"
"3508528","HOSPITAL UNIVERSITARIO"
"3511251","HOSPITAL MATERNIDADE THERESA SACCHI DE MOURA"
"3512401","HOSP MAT PARANAGUA"
"3513351","UNIDADE MISTA JOAO PAULO II"
"3517918","HOSPITAL SAO JOSE"
"3518949","HOSPITAL UNIMED ANTONIO GELIS"
"3519902","USF DR JOSE CARDOSO DOS APOSTOLOS"
"3519929","USF DO POVOADO DE ALVORADA"
"3520331","CEI CLINICA DE ESPECIALIDADE DOS INHAMUNS"
"3520749","CLINICA DE ASSISTENCIA A SAUDE DA MULHER"
"3521133","HOSPITAL CEMERU"
"3521168","CASA DE SAUDE SAO BENTO"
"3521532","UNIDADE DE SAUDE DA FAMILIA UNIAO BANDEIRANTES"
"3521788","HOSPITAL GERAL DE CURITIBA"
"3522512","CAIXA DE ASSISTENCIA DOS ADVOGADOS DE SAO PAULO LIMEIRA"
"3523462","CLIMEDI"
"3523810","HUMBERTO BOLDRINI LIMEIRA"
"3524043","UNIDADE DE SAUDE DA FAMILIA DO MANDACARU"
"3526569","CLINICA DO BEBE"
"3526909","VICENTE TOYOJI MAEDA"
"3526925","SERDIL RADIOLOGIA LTDA"
"3527972","CLINICA INTEGRADA DE SAUDE DA MULHER CLISAM"
"3528553","BERNARDO CIPELE"
"3528596","HOSPITAL SANTA HELENA"
"3529215","UNIDADE DE SAUDE SAO JOAO PSF 302"
"3529673","HOSPITAL SAO PAULO"
"3530140","CLINICA RADIOLOGICA SANTA PAULA"
"3530159","MATERNIDADE SANTA PAULA LTDA"
"3530787","JOSE MARIA DAVAUS PULIDO"
"3530930","HOSPITAL UNIMED 914 SUL"
"3531228","SEMIU SERVICOS DE ESP MED E INT DE URGENCIA"
"3531570","ANA CRISTINA DE SALVI LIMEIRA"
"3532208","PSF JOSE FERNANDO LOBO"
"3536890","HOSPITAL PINDA"
"3537234","CLINLIFE"
"3537943","HSM LTDA"
"3538710","EXAME LABORATORIO DE ANALISES CLINICAS LTDA"
"3538907","HOSPITAL DA ESCOLA PREPARATORIA DE CADETES DO AR"
"3539113","HOSPITAL DE SAO ROQUE"
"3539202","CLINICA DE FISIOTERAPIA BERTOLUCI LTDA"
"3539687","POSTO DE SAUDE FAUSTO GOMES DA ROCHA"
"3539849","CLINICA SANTA LUCIA"
"3541037","HOSPITAL COP SAUDE"
"3542017","UNIDADE MISTA DE SAO CAETANO DE ODIVELAS"
"3545520","UNIDADE DE SAUDE DA FAMILIA UNIRG"
"3546373","HELDER SHANY SOUZA SILVA"
"3546527","PROCLINICAS SANTA MARIA SC LTDA"
"3548198","UNIDADE SAUDE DA FAMILIA OLIMPIO FERREIRA MOTA"
"3549992","CLINICA SAMP"
"3552985","CLINICA MEDICA CRISTO REI"
"3556239","HOSPITAL SEMED"
"3556441","CEMEP"
"3556646","CASA DE SAUDE SAO VICENTE LTDA"
"3557081","HOSPITAL UNIMED DE LORENA"
"3557936","INSTITUTO DE OLHOS"
"3558134","UNIDADE MISTA TEREZINHA MARIA DE JESUS"
"3558568","CLINICA AURA DE SOCORRO"
"3559203","HOSP E MAT JARDINS"
"3559629","HOSPITAL REGIONAL DE PROPRIA"
"3559793","CENTRO DE REFER EM MEDIA COMPLEX RANULFO JOSE DE ALMEIDA"
"3560058","PSF JOAO BATISTA CARVALHO JONCON"
"3560430","CLINICA SAO PAULO"
"3562743","POLI CLINICA"
"3563308","CENTRO HOSPITALAR DE BARREIRAS"
"3564053","UNIDADE DE SAUDE VILA MILITAR"
"3566013","UNIDADE MISTA DE SAUDE D CACULA"
"3567486","SMSDC RIO CASA DE PARTO DAVID CAPISTRANO FILHO"
"3567508","SMS CMS RAPHAEL DE PAULA SOUZA AP 40"
"3567567","SMSDC CF ALKINDAR SOARES PEREIRA FILHO AP 52"
"3567664","HOSPITAL ERNESTO DORNELLES"
"3568172","UBS DO CENTRO DE RIO GRANDE DA SERRA"
"3569543","HOSPITAL MUNICIPAL DE MIRANDA RENATO ALBUQUERQUE FILHO"
"3572110","ESF I BENIGNA VILAR DE CARVALHO"
"3573230","UNIDADE DE PRONTO ATENDIMENTO DE ROSARIO DO CATETE"
"3574210","MED GRUPO CENTER"
"3574261","HOSPITAL MUNICIPAL ANDRE MAGGI COLNIZA"
"3576620","UNIDADE BASICA DE SAUDE DEUZIVANA MARINHO DE PAULA"
"3580822","HOSPITAL RIBEIRAO PIRES LTDA"
"3580903","UNIDADE BASICA DE SAUDE DE NOVA GLORIA PSF I"
"3581659","CENTRO DE SAUDE ROSSINI BARBOSA LIMA"
"3581675","CENTRO DE SAUDE MUTIRAO"
"3582647","HOSPITAL UNIMED PRONTO ATENDIMENTO"
"3582795","VIGILANCIA EM SAUDE NH"
"3582833","POSTO DE SAUDE AIDA MARQUES"
"3582930","CARDIOCLINICA SAO FRANCISCO"
"3582981","CENTER CLINICA"
"3583058","POSTO DE SAUDE FILOMENA PEREIRA DOS SANTOS"
"3583414","POSTO DE SAUDE CELITA MENDES DA COSTA"
"3583775","POSTO DE SAUDE JOAO DO LAGO PEREIRA"
"3584968","HOSPITAL MUNICIPAL TRAJANO DE MORAES"
"3585239","AMIL RESGATE SAUDE"
"3585409","HOSP E MAT STO EXPEDITO"
"3586499","HOSPITAL DR DEUSDETH"
"3587010","HOSPITAL MUNICIPAL ARNALDO CONEGLIAN"
"3588203","FREITAS E MEDEIROS"
"3588572","HOSPITAL E MATERNIDADE NOSSA SENHORA DA CONCEICAO"
"3589234","POSTO DE SAUDE JANUARIO P BARRAL"
"3590313","ALCA SERVICOS MEDICOS LTDA"
"3590992","USF LUIZ FONTINELI"
"3596338","HOSPITAL DE GUARNICAO DE BAGE HGUBA"
"3597156","HOSPITAL E MATERNIDADE MADRECOR"
"3603105","HOSPITAL VITAL"
"3603474","HOSPITAL PASTEUR"
"3603490","HOSPITAL PROVITA"
"3604438","RUDAH EDUARDO JATAHY FERREIRA DO AMARAL"
"3604764","CENTRO DE SAUDE PEDRO CUNHA E SILVA ESF"
"3606961","UPA CAMPO DOS ALEMAES"
"3607275","PRONTO ATENDIMENTO GRANDE EFAPI"
"3607372","CLINICA TUCURUI"
"3614832","SERVICO DE ATENDIMENTO MOVEL DE URGENCIA CATANDUVA"
"3616630","ANDREA CARVALHO ALVES VAZ"
"3619842","CEMMEF SANTA BRIGIDA"
"3619990","UBS AUGUSTO MONTENEGRO"
"3622037","UNIDADE DE RADIOTERAPIA MAE DE DEUS"
"3623211","UBS DE BARREIRAS DO PIAUI"
"3625087","HOSPITAL SAO PAULO"
"3626059","USF IV ISABEL SOUTO"
"3626245","HOSPITAL PRONTO SOCORRO DE CANOAS DEP NELSON MARCHEZAN"
"3629538","HOSPITAL GERAL ALTA FLORESTA"
"3634949","CISGAP"
"3635775","FRANCISCO LOPES DE SOUZA"
"3636364","HOSPITAL DAS NACOES"
"3636437","PA REGIAO NORTE"
"3638103","CTACENTRO DE TESTAGEM E ACONSELHAMENTO"
"3638936","BASE AEREA DE CANOAS"
"3639282","CONSULTORIO ODONTOLOGICO DR JOSE WILSON"
"3641287","POSTO DE SAUDE DE RAJADA"
"3641910","CIM CENTRO INTEGRADO DE MEDICINA"
"3646513","EXAME LABORATORIO DE ANALISES CLINICAS LTDA"
"3647218","CENTRO DE SAUDE VI"
"3649563","HOSPITAL UNIMED"
"3651118","SAMU 192 REGIONAL DE JOAO PESSOA"
"3651665","HOSPITAL GERAL E ORTOPEDICO"
"3651762","UBS MORRO DOCE"
"3654796","HOSPITAL MUNICIPAL DE PLACAS"
"3656969","HOSPITAL ADVENTISTA DE BELEM"
"3660079","SOMMA ESPECIALIDADES MEDICAS"
"3665577","IURE DONATI TELLES DE SOUSA"
"3667804","HOSPITAL MUNICIPAL SAO JOSE DE RIBAMAR"
"3668770","HOSPITAL MATERNO INFANTIL TIA DEDE"
"3671569","CONSULTORIO DRA MARIA GORETTI GERMANO"
"3671844","SAMU REGIONAL C GRANDE 192 CENTRAL DE REGULACAO URGENCIA"
"3672379","HOSPITAL SAO GERALDO JUINA"
"3673979","POLICLINICA INTEGRADA"
"3675025","CLINICA DE OLHOS DR DARCIO JOAO DA SILVEIRA"
"3675467","HOSPITAL ISABEL SOUTO"
"3686019","UNIDADE BASICA DE GUAMARE"
"3689522","HOSPITAL CRISTO REDENTOR"
"3689972","HOSPITAL UNIMED DE BIRIGUI"
"3690113","UNIDADE SAUDE DA FAMILIA SAO SEBASTIAO UNIAO VALE DO SOL"
"3691373","UNIDADE DE SAUDE DA FAMILIA ROSARIA MENDES FERREIRA"
"3693961","JOSE REGINALDO JUNQUEIRA MEIRELES"
"3694976","UBSF JARDIM ALTEROPOLIS"
"3696251","LABORATORIO DAS NACOES"
"3698548","HOSPITAL REGIONAL DE BARBACENA DR JOSE AMERICO"
"3699668","ASO PLINIO SODRE"
"3702693","HOSPITAL DIA E MATERNIDADE UNIMED"
"3708411","AMA UBS INTEGRADA VILA CLARA"
"3708608","UPA EUGENIO DE MELO"
"3708616","UPA NOVO HORIZONTE"
"3708926","HOSPITAL MUNICIPAL DE NATAL"
"3709310","CONS ODONTO CLARICE RIBEIRO NOVAIS"
"3715221","IN CORPORE CLINICA DE FISIOTERAPIA LTDA"
"3716783","HELIO RODRIGUES DE OLIVEIRA PINDAMONHANGABA"
"3720012","JOSE ALVES DOS SANTOS"
"3721256","SAMU SERVICO DE ATENDIMENTO MOVEL DE URGENCIA"
"3721485","CLINICA DE ACUPUNTURA E HOMEOPATIA DR NILSON SANTANA"
"3726401","VIGILANCIA EPIDEMIOLOGICA MUNICIPAL"
"3738019","USF JARDIM GONZAGA"
"3738698","HOSPITAL MUNICIPAL DE BELTERRA"
"3739503","CASA DO PARTO DE SAPOPEMBA"
"3746429","HEALTH QUALITY ODONTOLOGIA LTDA"
"3750558","RAHBANI MARTINS SERVICOS MEDICOS"
"3750566","CLINICA PEDIATRICA DO PARQUE MOINHOS SOCIEDADE SIMPLES LTDA"
"3750698","CENTRAL DE REGULACAO SAMU 192 BARREIRAS"
"3752844","CLINICA CIRURGICA DR PEDRO MELO"
"3753387","MISERICORDIA BOTUCATUENSE BOTUCATU"
"3754731","UNIDADE MISTA DE SAUDE DE FRONTEIRA"
"3759148","HOSPITAL MUNICIPAL MARIA BELA DE LACERDA"
"3760723","CENTRO DE SAUDE DE VERA CRUZ"
"3761673","HOSPITAL MUNICIPAL NOSSA SENHORA DA SAUDE"
"3762831","UBS VILA CALU"
"3768104","PRONTO ATENDIMENTO SAO JOSE DE BURITI"
"3774082","CENTRO DE SAUDE RAIMUNDO MARCAL"
"3774554","HOSP E MATERNIDADE MUNICIPAL N SRA MONTE SERRAT"
"3775941","ANDREA DORNELES MULLER"
"3784274","ANA ROSA AMADO RAMOS BACELAR"
"3784630","HOSPITAL DO MEIER"
"3784916","SES RJ HOSPITAL ESTADUAL PREF JOAO BAPTISTA CAFFARO"
"3784959","SMSDC CMS JOAO CANDIDO AP 31"
"3784967","SMS CMS ALEMAO AP 31"
"3784975","SMS CF ZILDA ARNS AP 31"
"3787885","CLINICA SAO MARCOS"
"3790711","UNIMED MONTES CLAROS"
"3790738","CLIMA"
"3791130","UNIDADE MEDICA INTEGRADA UMI CMH"
"3792595","CLINICA DIAGNOSIS"
"3794407","SECRETARIA MUNICIPAL DE SAUDE ANAPOLIS"
"3795292","HOSPITAL MUNICIPAL DR ABIUD PONCIANO DIAS"
"3797023","USF CARAIVA NOVA CARAIVA"
"3809757","USF RURAL PAU ROSA"
"3812545","IAM"
"3812553","MEMORIAL HOSPITAL DE GOIANA"
"3816567","CENTRO MUNICIPAL DE SAUDE"
"3816680","UNIDADE DE SAUDE ANTONIO FERREIRA"
"3816702","UNIDADE DE SAUDE JURACEMA HOLANDA"
"3816710","UNIDADE DE SAUDE AUGUSTO CASTRO"
"3818705","POSTO DE SAUDE MASSARABI"
"3819590","HOSPITAL SAO PAULO"
"3820467","CLINICA ESPECIALIZADA MEDICO ODONTOLOGICA MACHADO"
"3820599","SMS CF ARMANDO PALHARES AGUINAGA AP 51"
"3824802","HOSPITAL SAO LUIZ MORUMBI"
"3825752","PRONTO SOCORRO PESTANA P S ANDRE SACCO"
"3826546","SANDRA SUGISAWA MIYAZAKI"
"3827127","HOSPITAL MUNICIPAL TAVINA OLIVEIRA"
"3827836","CMUM PINHEIRINHO"
